fecha,año,mes,dia,dia_semana,dia_del_año,temp_media,temp_maxima,temp_minima,precipitacion_mm,humedad_relativa,velocidad_viento,presion_hpa,nubosidad_oktas,tipo_dia
2021-06-05,2021,6,5,5,156,22.5,27.5,17.3,0.0,70.7,2.1,863.0,4.0,Despejado
2021-06-06,2021,6,6,6,157,23.6,27.6,17.4,0.0,70.6,12.0,861.6,3.0,Despejado
2021-06-07,2021,6,7,0,158,20.8,25.6,15.7,18.3,85.8,19.4,862.7,6.0,Lluvia_moderada
2021-06-08,2021,6,8,1,159,21.7,25.9,16.4,20.1,92.6,10.0,865.1,7.0,Lluvia_intensa
2021-06-09,2021,6,9,2,160,21.2,24.8,16.5,1.2,78.0,18.6,867.4,7.0,Llovizna
2021-06-10,2021,6,10,3,161,20.0,24.1,13.9,0.0,81.7,8.8,864.3,6.0,Despejado
2021-06-11,2021,6,11,4,162,24.3,29.9,20.1,0.0,68.0,34.4,859.1,4.0,Despejado
2021-06-12,2021,6,12,5,163,23.4,29.2,19.2,0.2,77.5,2.1,861.5,6.0,Llovizna
2021-06-13,2021,6,13,6,164,23.5,28.5,15.7,2.4,80.2,4.9,864.6,5.0,Llovizna
2021-06-14,2021,6,14,0,165,21.1,26.9,14.6,14.0,82.8,26.2,862.7,6.0,Lluvia_moderada
2021-06-15,2021,6,15,1,166,22.5,29.2,17.0,17.2,88.6,20.8,865.2,7.0,Lluvia_moderada
2021-06-16,2021,6,16,2,167,24.1,29.5,18.5,13.1,86.9,44.5,860.3,5.0,Lluvia_moderada
2021-06-17,2021,6,17,3,168,24.7,30.9,16.9,24.3,94.6,10.9,863.4,6.0,Lluvia_intensa
2021-06-18,2021,6,18,4,169,23.9,29.4,18.8,7.4,80.3,2.8,862.1,7.0,Lluvia_moderada
2021-06-19,2021,6,19,5,170,26.3,32.9,21.2,9.5,78.1,14.8,863.8,8.0,Lluvia_moderada
2021-06-20,2021,6,20,6,171,23.5,27.7,18.3,1.3,73.3,7.1,864.2,8.0,Llovizna
2021-06-21,2021,6,21,0,172,23.4,28.8,16.5,6.7,85.0,7.6,864.0,5.0,Lluvia_moderada
2021-06-22,2021,6,22,1,173,24.0,30.2,16.0,0.0,69.3,4.2,862.1,5.0,Despejado
2021-06-23,2021,6,23,2,174,25.7,30.2,19.9,7.9,80.6,24.3,860.6,6.0,Lluvia_moderada
2021-06-24,2021,6,24,3,175,20.5,26.1,13.8,0.0,72.3,0.5,866.9,3.0,Despejado
2021-06-25,2021,6,25,4,176,22.9,27.5,18.5,0.0,65.7,14.5,862.4,5.0,Despejado
2021-06-26,2021,6,26,5,177,21.3,26.2,16.5,21.0,92.0,27.7,865.5,7.0,Lluvia_intensa
2021-06-27,2021,6,27,6,178,20.6,25.9,13.3,38.2,97.4,18.3,863.2,7.0,Lluvia_intensa
2021-06-28,2021,6,28,0,179,24.1,28.1,16.6,27.1,98.0,13.5,864.2,7.0,Lluvia_intensa
2021-06-29,2021,6,29,1,180,20.8,24.7,16.3,23.9,90.6,16.4,863.9,7.0,Lluvia_intensa
2021-06-30,2021,6,30,2,181,22.8,29.5,16.0,0.0,72.9,0.5,862.3,6.0,Despejado
2021-07-01,2021,7,1,3,182,22.3,26.6,17.0,0.0,75.9,6.7,864.5,3.0,Despejado
2021-07-02,2021,7,2,4,183,19.7,24.9,15.0,11.4,86.8,26.0,866.3,7.0,Lluvia_moderada
2021-07-03,2021,7,3,5,184,24.5,29.3,20.4,0.0,71.2,11.1,862.4,3.0,Despejado
2021-07-04,2021,7,4,6,185,21.6,27.3,15.9,19.2,89.0,21.9,863.2,5.0,Lluvia_moderada
2021-07-05,2021,7,5,0,186,19.8,25.4,15.1,25.8,98.0,13.2,865.3,7.0,Lluvia_intensa
2021-07-06,2021,7,6,1,187,20.8,25.2,14.6,3.5,68.9,16.4,865.6,5.0,Llovizna
2021-07-07,2021,7,7,2,188,22.7,29.0,14.9,0.0,65.4,2.8,862.6,3.0,Despejado
2021-07-08,2021,7,8,3,189,23.2,26.9,16.4,0.0,73.0,5.2,862.3,4.0,Despejado
2021-07-09,2021,7,9,4,190,26.0,31.6,20.8,30.6,88.5,19.2,860.3,6.0,Lluvia_intensa
2021-07-10,2021,7,10,5,191,22.3,26.3,15.9,0.0,73.4,4.5,862.0,4.0,Despejado
2021-07-11,2021,7,11,6,192,22.1,26.0,16.7,0.0,76.7,0.5,862.9,4.0,Despejado
2021-07-12,2021,7,12,0,193,21.1,26.6,15.3,6.4,75.6,24.5,863.5,8.0,Lluvia_moderada
2021-07-13,2021,7,13,1,194,20.3,25.6,15.0,10.8,84.3,13.2,863.5,8.0,Lluvia_moderada
2021-07-14,2021,7,14,2,195,23.3,29.5,17.9,11.4,80.2,22.7,859.6,7.0,Lluvia_moderada
2021-07-15,2021,7,15,3,196,23.1,28.1,16.6,15.8,88.7,9.8,863.9,8.0,Lluvia_moderada
2021-07-16,2021,7,16,4,197,23.2,29.4,16.6,25.3,98.0,18.8,861.4,8.0,Lluvia_intensa
2021-07-17,2021,7,17,5,198,19.8,23.3,12.3,3.3,75.1,12.7,864.7,8.0,Llovizna
2021-07-18,2021,7,18,6,199,25.1,32.1,20.6,0.0,79.7,12.3,862.6,6.0,Despejado
2021-07-19,2021,7,19,0,200,24.1,29.4,16.6,0.0,63.1,7.6,862.9,2.0,Despejado
2021-07-20,2021,7,20,1,201,21.3,27.0,14.1,0.0,69.2,4.5,863.0,4.0,Despejado
2021-07-21,2021,7,21,2,202,17.8,21.9,12.7,30.6,98.0,23.5,864.1,5.0,Lluvia_intensa
2021-07-22,2021,7,22,3,203,24.0,29.1,16.6,25.4,88.1,15.9,863.5,5.0,Lluvia_intensa
2021-07-23,2021,7,23,4,204,21.5,27.9,16.7,6.2,78.4,52.6,865.3,5.0,Lluvia_moderada
2021-07-24,2021,7,24,5,205,25.4,29.5,18.5,4.9,73.8,27.7,861.8,5.0,Llovizna
2021-07-25,2021,7,25,6,206,22.4,27.5,18.3,12.9,83.4,38.3,864.7,5.0,Lluvia_moderada
2021-07-26,2021,7,26,0,207,22.1,29.0,18.0,2.1,79.5,28.7,863.4,5.0,Llovizna
2021-07-27,2021,7,27,1,208,24.0,28.1,16.2,0.0,74.0,8.1,861.0,5.0,Despejado
2021-07-28,2021,7,28,2,209,24.1,27.6,19.9,9.6,82.1,14.2,863.1,7.0,Lluvia_moderada
2021-07-29,2021,7,29,3,210,22.7,28.6,16.6,3.7,72.8,7.0,861.5,5.0,Llovizna
2021-07-30,2021,7,30,4,211,26.3,31.3,19.7,0.0,67.9,4.5,862.4,5.0,Despejado
2021-07-31,2021,7,31,5,212,22.3,25.9,16.0,14.8,89.1,24.2,863.9,7.0,Lluvia_moderada
2021-08-01,2021,8,1,6,213,20.9,26.4,13.2,0.0,78.3,2.7,866.3,4.0,Despejado
2021-08-02,2021,8,2,0,214,18.6,24.4,11.2,8.8,84.4,29.8,863.7,7.0,Lluvia_moderada
2021-08-03,2021,8,3,1,215,22.1,27.0,17.3,11.2,83.5,7.1,864.2,7.0,Lluvia_moderada
2021-08-04,2021,8,4,2,216,22.0,28.2,15.1,3.2,75.1,5.6,860.9,6.0,Llovizna
2021-08-05,2021,8,5,3,217,19.4,23.2,13.7,0.0,82.4,27.9,864.5,4.0,Despejado
2021-08-06,2021,8,6,4,218,20.9,24.6,14.7,12.6,87.4,16.7,864.6,5.0,Lluvia_moderada
2021-08-07,2021,8,7,5,219,22.7,27.6,16.1,0.0,68.8,1.8,862.1,4.0,Despejado
2021-08-08,2021,8,8,6,220,23.3,30.1,16.9,0.0,70.3,1.0,863.0,5.0,Despejado
2021-08-09,2021,8,9,0,221,24.2,28.2,18.0,2.4,77.8,4.6,862.6,8.0,Llovizna
2021-08-10,2021,8,10,1,222,21.8,27.7,15.7,13.3,83.7,11.9,863.8,7.0,Lluvia_moderada
2021-08-11,2021,8,11,2,223,17.9,22.4,12.0,0.0,72.5,2.0,867.3,4.0,Despejado
2021-08-12,2021,8,12,3,224,23.8,30.6,16.0,0.8,73.8,18.5,861.0,8.0,Llovizna
2021-08-13,2021,8,13,4,225,21.3,24.8,15.3,14.3,90.4,35.1,861.1,6.0,Lluvia_moderada
2021-08-14,2021,8,14,5,226,22.4,28.3,17.7,29.6,94.9,21.9,864.8,8.0,Lluvia_intensa
2021-08-15,2021,8,15,6,227,22.1,27.0,15.2,18.6,87.1,15.0,863.7,6.0,Lluvia_moderada
2021-08-16,2021,8,16,0,228,24.1,31.0,19.2,16.9,88.3,17.6,863.2,8.0,Lluvia_moderada
2021-08-17,2021,8,17,1,229,24.4,28.9,19.6,7.0,82.0,11.9,862.1,6.0,Lluvia_moderada
2021-08-18,2021,8,18,2,230,25.7,32.6,21.6,1.7,69.8,15.1,863.8,7.0,Llovizna
2021-08-19,2021,8,19,3,231,21.8,28.3,14.7,3.2,77.8,13.9,866.9,6.0,Llovizna
2021-08-20,2021,8,20,4,232,23.0,27.3,16.9,16.5,89.1,28.0,863.6,6.0,Lluvia_moderada
2021-08-21,2021,8,21,5,233,22.4,26.6,16.3,6.7,75.4,34.7,862.7,7.0,Lluvia_moderada
2021-08-22,2021,8,22,6,234,21.6,28.4,15.5,0.0,80.7,6.2,866.2,6.0,Despejado
2021-08-23,2021,8,23,0,235,21.3,27.2,15.9,17.2,81.0,8.8,865.8,7.0,Lluvia_moderada
2021-08-24,2021,8,24,1,236,22.0,26.1,16.8,10.1,82.3,12.7,863.0,8.0,Lluvia_moderada
2021-08-25,2021,8,25,2,237,24.5,29.1,17.8,23.2,91.2,13.9,864.3,5.0,Lluvia_intensa
2021-08-26,2021,8,26,3,238,21.2,27.7,14.6,9.7,81.4,13.0,862.3,6.0,Lluvia_moderada
2021-08-27,2021,8,27,4,239,21.3,27.6,15.4,8.2,84.2,7.6,862.7,8.0,Lluvia_moderada
2021-08-28,2021,8,28,5,240,23.0,29.9,16.5,0.0,70.5,6.7,866.8,6.0,Despejado
2021-08-29,2021,8,29,6,241,21.7,25.8,17.4,22.5,93.0,14.4,862.3,7.0,Lluvia_intensa
2021-08-30,2021,8,30,0,242,23.0,28.8,17.5,4.5,72.8,2.4,867.7,8.0,Llovizna
2021-08-31,2021,8,31,1,243,18.5,22.5,10.8,17.8,90.1,19.2,865.3,5.0,Lluvia_moderada
2021-09-01,2021,9,1,2,244,21.0,26.9,13.5,1.6,77.6,25.0,865.2,8.0,Llovizna
2021-09-02,2021,9,2,3,245,20.5,25.0,14.4,0.0,79.9,2.4,863.6,6.0,Despejado
2021-09-03,2021,9,3,4,246,21.1,27.8,14.1,64.3,96.9,15.2,865.0,7.0,Lluvia_intensa
2021-09-04,2021,9,4,5,247,22.5,27.5,15.2,17.2,86.7,18.4,865.0,6.0,Lluvia_moderada
2021-09-05,2021,9,5,6,248,22.2,27.6,14.8,2.4,74.1,17.1,862.2,7.0,Llovizna
2021-09-06,2021,9,6,0,249,21.0,26.9,17.0,18.1,83.4,15.3,863.4,8.0,Lluvia_moderada
2021-09-07,2021,9,7,1,250,25.5,32.0,20.8,2.0,73.5,12.6,862.6,6.0,Llovizna
2021-09-08,2021,9,8,2,251,20.9,25.0,16.7,9.4,75.9,5.0,863.0,7.0,Lluvia_moderada
2021-09-09,2021,9,9,3,252,23.3,29.4,16.4,53.2,91.0,19.6,864.9,8.0,Lluvia_intensa
2021-09-10,2021,9,10,4,253,21.9,27.4,14.5,52.6,92.0,13.7,863.2,8.0,Lluvia_intensa
2021-09-11,2021,9,11,5,254,21.0,25.9,15.4,0.0,76.5,0.7,861.8,6.0,Despejado
2021-09-12,2021,9,12,6,255,21.0,27.6,16.1,9.4,75.0,18.2,866.1,5.0,Lluvia_moderada
2021-09-13,2021,9,13,0,256,21.6,26.5,16.8,17.5,90.7,21.6,861.0,7.0,Lluvia_moderada
2021-09-14,2021,9,14,1,257,21.1,26.2,13.3,1.3,76.7,12.7,862.3,6.0,Llovizna
2021-09-15,2021,9,15,2,258,17.7,22.3,11.8,0.0,77.5,6.2,867.2,5.0,Despejado
2021-09-16,2021,9,16,3,259,21.8,28.5,14.3,2.9,77.0,15.4,862.9,6.0,Llovizna
2021-09-17,2021,9,17,4,260,20.1,24.9,13.4,10.6,83.6,10.7,862.8,5.0,Lluvia_moderada
2021-09-18,2021,9,18,5,261,20.9,24.5,16.8,43.9,89.3,13.5,863.8,6.0,Lluvia_intensa
2021-09-19,2021,9,19,6,262,22.4,29.0,14.4,7.1,75.7,9.2,867.1,5.0,Lluvia_moderada
2021-09-20,2021,9,20,0,263,21.4,26.7,15.5,21.6,91.5,31.3,867.5,7.0,Lluvia_intensa
2021-09-21,2021,9,21,1,264,19.7,24.8,14.7,16.3,94.9,21.0,866.3,7.0,Lluvia_moderada
2021-09-22,2021,9,22,2,265,22.6,27.7,15.1,10.0,82.2,7.2,864.6,7.0,Lluvia_moderada
2021-09-23,2021,9,23,3,266,18.7,25.6,12.5,6.7,81.3,2.8,865.9,6.0,Lluvia_moderada
2021-09-24,2021,9,24,4,267,23.5,29.0,15.6,7.6,78.2,22.2,865.4,6.0,Lluvia_moderada
2021-09-25,2021,9,25,5,268,21.9,26.2,17.4,31.6,96.1,19.9,862.4,6.0,Lluvia_intensa
2021-09-26,2021,9,26,6,269,21.9,28.1,17.4,13.8,86.2,14.3,863.4,5.0,Lluvia_moderada
2021-09-27,2021,9,27,0,270,24.5,28.8,19.6,4.8,73.7,5.5,864.3,7.0,Llovizna
2021-09-28,2021,9,28,1,271,20.6,25.1,16.3,7.7,79.1,18.8,864.1,8.0,Lluvia_moderada
2021-09-29,2021,9,29,2,272,22.5,26.9,17.6,21.2,95.6,8.1,865.1,6.0,Lluvia_intensa
2021-09-30,2021,9,30,3,273,22.4,28.7,16.4,34.3,88.8,10.2,862.7,8.0,Lluvia_intensa
2021-10-01,2021,10,1,4,274,21.4,28.0,13.6,10.8,84.5,30.0,862.3,7.0,Lluvia_moderada
2021-10-02,2021,10,2,5,275,24.4,28.7,17.6,0.0,64.8,9.6,860.7,1.0,Despejado
2021-10-03,2021,10,3,6,276,19.6,26.1,11.7,16.2,85.6,24.4,863.9,8.0,Lluvia_moderada
2021-10-04,2021,10,4,0,277,23.2,28.1,18.1,0.0,74.1,18.0,865.5,0.0,Despejado
2021-10-05,2021,10,5,1,278,21.2,27.0,16.7,1.6,77.5,5.9,862.5,6.0,Llovizna
2021-10-06,2021,10,6,2,279,20.3,24.1,16.2,0.0,72.7,4.0,862.6,1.0,Despejado
2021-10-07,2021,10,7,3,280,22.6,27.5,16.1,0.0,69.8,9.3,863.2,3.0,Despejado
2021-10-08,2021,10,8,4,281,25.0,30.4,20.4,8.6,78.0,6.0,863.0,6.0,Lluvia_moderada
2021-10-09,2021,10,9,5,282,19.9,25.2,14.3,10.5,83.0,22.4,864.2,8.0,Lluvia_moderada
2021-10-10,2021,10,10,6,283,19.1,25.3,13.9,25.9,92.1,25.8,866.4,6.0,Lluvia_intensa
2021-10-11,2021,10,11,0,284,18.5,23.2,11.8,0.0,75.8,0.6,867.1,2.0,Despejado
2021-10-12,2021,10,12,1,285,21.4,27.2,17.3,0.0,77.3,8.5,863.8,3.0,Despejado
2021-10-13,2021,10,13,2,286,20.5,26.1,16.0,13.8,84.4,34.7,865.9,7.0,Lluvia_moderada
2021-10-14,2021,10,14,3,287,23.0,26.6,15.6,0.0,71.2,14.6,859.9,3.0,Despejado
2021-10-15,2021,10,15,4,288,22.1,28.2,14.4,22.7,96.2,21.3,864.2,7.0,Lluvia_intensa
2021-10-16,2021,10,16,5,289,18.8,25.4,14.5,3.4,78.4,9.6,866.0,6.0,Llovizna
2021-10-17,2021,10,17,6,290,23.9,28.9,16.5,0.0,68.3,9.1,863.7,2.0,Despejado
2021-10-18,2021,10,18,0,291,20.5,27.5,13.5,2.8,74.6,22.4,866.4,8.0,Llovizna
2021-10-19,2021,10,19,1,292,16.2,20.9,11.1,0.0,76.5,4.1,867.2,2.0,Despejado
2021-10-20,2021,10,20,2,293,22.9,28.3,15.8,17.6,88.3,45.5,863.7,6.0,Lluvia_moderada
2021-10-21,2021,10,21,3,294,24.8,28.3,20.0,0.0,69.9,7.3,863.4,1.0,Despejado
2021-10-22,2021,10,22,4,295,19.6,24.4,12.2,0.0,72.0,3.8,865.4,1.0,Despejado
2021-10-23,2021,10,23,5,296,19.9,25.1,12.7,29.7,98.0,7.0,864.1,7.0,Lluvia_intensa
2021-10-24,2021,10,24,6,297,21.0,25.4,16.2,0.0,78.0,5.6,864.1,2.0,Despejado
2021-10-25,2021,10,25,0,298,22.2,26.5,15.9,0.0,75.4,2.6,863.3,1.0,Despejado
2021-10-26,2021,10,26,1,299,24.2,30.4,19.0,0.8,68.3,11.2,862.4,7.0,Llovizna
2021-10-27,2021,10,27,2,300,22.4,26.6,14.8,8.9,78.5,5.7,864.0,5.0,Lluvia_moderada
2021-10-28,2021,10,28,3,301,24.7,29.6,16.8,0.0,68.2,2.0,862.6,2.0,Despejado
2021-10-29,2021,10,29,4,302,24.0,30.6,16.1,0.0,73.0,5.1,863.7,2.0,Despejado
2021-10-30,2021,10,30,5,303,23.6,27.5,18.3,9.5,78.3,11.0,863.7,7.0,Lluvia_moderada
2021-10-31,2021,10,31,6,304,19.4,23.6,13.6,0.0,78.2,28.6,864.4,1.0,Despejado
2021-11-01,2021,11,1,0,305,18.6,24.5,11.0,3.1,63.0,8.5,866.4,8.0,Llovizna
2021-11-02,2021,11,2,1,306,23.9,28.4,17.6,0.0,49.4,2.9,864.5,2.0,Despejado
2021-11-03,2021,11,3,2,307,21.9,26.4,16.6,0.0,52.1,14.1,862.2,2.0,Despejado
2021-11-04,2021,11,4,3,308,21.2,25.9,14.5,0.0,55.1,3.7,864.1,2.0,Despejado
2021-11-05,2021,11,5,4,309,22.3,28.3,17.1,0.0,58.5,8.6,861.5,1.0,Despejado
2021-11-06,2021,11,6,5,310,16.2,22.2,10.1,0.0,59.0,6.7,866.3,1.0,Despejado
2021-11-07,2021,11,7,6,311,22.7,28.4,15.2,0.0,41.4,8.6,862.5,0.0,Despejado
2021-11-08,2021,11,8,0,312,19.4,25.0,12.0,0.0,58.2,14.3,864.3,3.0,Despejado
2021-11-09,2021,11,9,1,313,20.9,24.5,14.2,2.7,55.2,10.2,863.8,7.0,Llovizna
2021-11-10,2021,11,10,2,314,18.2,22.0,12.9,0.0,60.3,0.6,863.3,1.0,Despejado
2021-11-11,2021,11,11,3,315,19.6,25.3,13.9,0.0,59.4,4.5,865.9,1.0,Despejado
2021-11-12,2021,11,12,4,316,20.3,26.9,13.2,2.7,59.5,15.7,863.9,6.0,Llovizna
2021-11-13,2021,11,13,5,317,21.4,25.2,16.8,0.0,56.7,4.9,863.8,0.0,Despejado
2021-11-14,2021,11,14,6,318,22.4,27.7,16.3,0.0,61.6,34.4,863.6,1.0,Despejado
2021-11-15,2021,11,15,0,319,23.0,29.8,15.1,0.0,65.0,0.9,862.0,3.0,Despejado
2021-11-16,2021,11,16,1,320,21.7,28.3,14.3,0.0,54.8,1.5,861.4,2.0,Despejado
2021-11-17,2021,11,17,2,321,23.6,30.3,18.4,0.2,51.8,12.4,865.1,7.0,Llovizna
2021-11-18,2021,11,18,3,322,20.2,26.3,15.4,0.0,60.5,5.1,864.5,2.0,Despejado
2021-11-19,2021,11,19,4,323,19.7,23.9,15.0,0.0,58.4,4.4,864.4,1.0,Despejado
2021-11-20,2021,11,20,5,324,18.1,24.0,11.4,0.0,58.3,17.9,868.0,2.0,Despejado
2021-11-21,2021,11,21,6,325,24.3,29.6,17.5,7.9,57.0,8.9,863.9,5.0,Lluvia_moderada
2021-11-22,2021,11,22,0,326,21.6,27.4,17.0,0.0,51.9,1.6,864.5,1.0,Despejado
2021-11-23,2021,11,23,1,327,19.2,25.4,12.3,0.0,54.0,2.1,867.8,1.0,Despejado
2021-11-24,2021,11,24,2,328,18.0,24.6,12.4,0.0,57.3,7.0,865.7,3.0,Despejado
2021-11-25,2021,11,25,3,329,17.3,22.8,9.3,0.0,53.9,1.2,865.1,3.0,Despejado
2021-11-26,2021,11,26,4,330,18.1,24.9,10.2,0.0,49.2,1.6,865.2,0.0,Despejado
2021-11-27,2021,11,27,5,331,17.6,21.4,11.9,0.0,56.1,1.1,863.6,1.0,Despejado
2021-11-28,2021,11,28,6,332,19.7,26.0,13.1,0.0,59.1,14.8,864.6,3.0,Despejado
2021-11-29,2021,11,29,0,333,20.9,27.1,14.8,0.0,55.0,26.2,865.1,2.0,Despejado
2021-11-30,2021,11,30,1,334,21.0,24.6,13.3,0.0,56.4,8.9,864.9,1.0,Despejado
2021-12-01,2021,12,1,2,335,15.9,20.7,10.7,0.0,61.4,14.2,867.6,2.0,Despejado
2021-12-02,2021,12,2,3,336,20.3,26.5,16.1,4.5,59.4,13.5,868.3,5.0,Llovizna
2021-12-03,2021,12,3,4,337,19.3,24.9,12.1,0.0,54.1,12.5,864.6,0.0,Despejado
2021-12-04,2021,12,4,5,338,19.5,25.1,13.0,0.0,61.6,7.5,865.6,1.0,Despejado
2021-12-05,2021,12,5,6,339,21.0,24.8,15.5,0.0,60.7,1.8,864.5,2.0,Despejado
2021-12-06,2021,12,6,0,340,20.8,24.4,13.4,0.0,51.7,43.9,864.7,3.0,Despejado
2021-12-07,2021,12,7,1,341,19.0,24.0,14.4,0.0,59.0,4.7,863.5,1.0,Despejado
2021-12-08,2021,12,8,2,342,22.1,27.5,14.3,0.0,49.8,18.0,861.4,1.0,Despejado
2021-12-09,2021,12,9,3,343,20.4,26.6,12.5,0.0,55.3,3.7,864.4,2.0,Despejado
2021-12-10,2021,12,10,4,344,19.1,25.7,11.1,0.0,58.8,7.0,865.0,1.0,Despejado
2021-12-11,2021,12,11,5,345,20.5,26.0,16.4,0.0,45.8,29.0,863.4,0.0,Despejado
2021-12-12,2021,12,12,6,346,18.0,22.2,12.7,0.0,56.5,0.5,864.9,3.0,Despejado
2021-12-13,2021,12,13,0,347,20.2,25.3,14.8,0.0,57.8,0.6,863.7,2.0,Despejado
2021-12-14,2021,12,14,1,348,22.6,26.2,16.7,0.0,55.5,0.5,864.0,2.0,Despejado
2021-12-15,2021,12,15,2,349,18.8,22.9,12.8,0.0,59.9,8.0,865.2,1.0,Despejado
2021-12-16,2021,12,16,3,350,18.7,25.3,13.9,0.0,56.3,12.3,866.4,3.0,Despejado
2021-12-17,2021,12,17,4,351,14.9,21.8,10.7,0.0,59.0,3.6,867.2,2.0,Despejado
2021-12-18,2021,12,18,5,352,22.1,28.6,16.8,0.0,52.1,7.6,864.5,1.0,Despejado
2021-12-19,2021,12,19,6,353,21.5,27.1,15.2,0.0,48.0,2.7,861.5,2.0,Despejado
2021-12-20,2021,12,20,0,354,17.3,21.7,11.7,0.0,54.6,11.4,865.7,3.0,Despejado
2021-12-21,2021,12,21,1,355,26.3,32.7,20.5,0.0,50.7,0.5,861.4,1.0,Despejado
2021-12-22,2021,12,22,2,356,19.7,25.1,12.3,0.0,54.1,1.6,867.2,3.0,Despejado
2021-12-23,2021,12,23,3,357,16.8,20.4,10.9,0.0,53.0,5.9,866.0,1.0,Despejado
2021-12-24,2021,12,24,4,358,18.4,24.0,14.0,0.0,54.3,32.4,867.6,1.0,Despejado
2021-12-25,2021,12,25,5,359,19.9,24.4,12.8,0.0,61.0,14.4,864.3,0.0,Despejado
2021-12-26,2021,12,26,6,360,18.0,22.9,10.6,0.0,59.5,5.8,867.8,2.0,Despejado
2021-12-27,2021,12,27,0,361,21.9,27.1,14.3,0.0,58.6,17.3,863.0,2.0,Despejado
2021-12-28,2021,12,28,1,362,16.5,21.2,11.4,0.0,61.5,5.0,866.3,2.0,Despejado
2021-12-29,2021,12,29,2,363,17.7,21.8,12.6,0.0,58.7,12.1,867.0,2.0,Despejado
2021-12-30,2021,12,30,3,364,17.4,23.6,10.9,0.0,61.4,6.1,868.3,2.0,Despejado
2021-12-31,2021,12,31,4,365,18.1,23.5,12.6,0.0,61.5,7.6,866.2,1.0,Despejado
2022-01-01,2022,1,1,5,1,22.5,29.4,15.1,0.0,59.0,13.1,863.6,1.0,Despejado
2022-01-02,2022,1,2,6,2,18.5,23.4,12.5,0.0,61.1,4.8,866.0,2.0,Despejado
2022-01-03,2022,1,3,0,3,17.4,23.6,11.8,0.0,58.3,3.6,865.9,1.0,Despejado
2022-01-04,2022,1,4,1,4,20.0,26.3,13.4,2.5,62.0,18.5,866.6,6.0,Llovizna
2022-01-05,2022,1,5,2,5,18.9,25.9,14.9,0.0,53.5,6.5,864.9,2.0,Despejado
2022-01-06,2022,1,6,3,6,24.7,29.6,20.5,0.0,57.6,9.3,860.0,0.0,Despejado
2022-01-07,2022,1,7,4,7,19.4,23.6,14.0,0.0,57.5,6.0,862.4,3.0,Despejado
2022-01-08,2022,1,8,5,8,18.1,24.9,10.4,0.0,57.9,7.1,866.3,2.0,Despejado
2022-01-09,2022,1,9,6,9,22.2,28.7,16.8,0.0,56.0,2.3,866.8,3.0,Despejado
2022-01-10,2022,1,10,0,10,20.3,24.2,12.3,0.0,59.1,6.8,862.6,2.0,Despejado
2022-01-11,2022,1,11,1,11,15.0,20.3,8.6,0.0,59.7,9.5,865.3,2.0,Despejado
2022-01-12,2022,1,12,2,12,21.9,28.0,16.8,1.0,55.9,13.2,866.3,8.0,Llovizna
2022-01-13,2022,1,13,3,13,13.6,17.4,5.9,1.3,62.1,15.6,869.6,7.0,Llovizna
2022-01-14,2022,1,14,4,14,15.4,20.3,8.5,0.0,56.2,11.6,866.5,1.0,Despejado
2022-01-15,2022,1,15,5,15,21.5,25.9,15.6,0.0,47.6,18.1,864.9,3.0,Despejado
2022-01-16,2022,1,16,6,16,16.4,21.0,11.3,0.0,58.3,8.0,863.6,0.0,Despejado
2022-01-17,2022,1,17,0,17,20.4,25.5,14.3,0.0,55.5,13.3,863.1,2.0,Despejado
2022-01-18,2022,1,18,1,18,19.2,23.5,13.8,0.0,61.5,7.8,864.3,1.0,Despejado
2022-01-19,2022,1,19,2,19,20.9,26.5,15.3,0.0,60.4,15.5,865.0,3.0,Despejado
2022-01-20,2022,1,20,3,20,20.9,26.5,13.5,0.0,58.1,5.2,864.5,2.0,Despejado
2022-01-21,2022,1,21,4,21,22.2,28.1,16.5,0.0,50.1,13.6,864.2,0.0,Despejado
2022-01-22,2022,1,22,5,22,19.4,23.0,11.7,0.0,52.1,7.4,866.5,2.0,Despejado
2022-01-23,2022,1,23,6,23,21.4,26.4,17.1,0.0,56.1,8.3,862.2,3.0,Despejado
2022-01-24,2022,1,24,0,24,19.1,22.6,13.4,0.0,64.1,14.7,865.5,0.0,Despejado
2022-01-25,2022,1,25,1,25,18.2,21.8,13.9,0.0,59.6,16.6,864.5,2.0,Despejado
2022-01-26,2022,1,26,2,26,20.4,26.5,14.3,0.0,48.8,10.6,865.2,1.0,Despejado
2022-01-27,2022,1,27,3,27,19.0,22.9,13.3,0.0,60.4,7.3,870.1,1.0,Despejado
2022-01-28,2022,1,28,4,28,19.8,25.0,15.0,0.0,51.5,5.5,864.4,2.0,Despejado
2022-01-29,2022,1,29,5,29,22.0,27.1,16.8,0.0,50.7,53.0,863.4,1.0,Despejado
2022-01-30,2022,1,30,6,30,17.4,23.0,11.8,0.0,58.4,7.0,867.1,3.0,Despejado
2022-01-31,2022,1,31,0,31,20.5,25.5,15.2,0.0,57.1,4.0,865.2,2.0,Despejado
2022-02-01,2022,2,1,1,32,24.8,30.7,17.8,0.0,46.4,8.1,865.1,1.0,Despejado
2022-02-02,2022,2,2,2,33,25.8,31.6,18.4,0.0,57.0,9.2,861.1,2.0,Despejado
2022-02-03,2022,2,3,3,34,21.4,27.3,16.4,0.0,57.4,8.3,862.7,0.0,Despejado
2022-02-04,2022,2,4,4,35,22.2,26.6,15.9,0.0,55.8,3.3,866.2,1.0,Despejado
